origem,destino,distancia,nome_rua
618756375,2203727544,10.506278619584938,Avenida Doutor Francisco Junqueira
618756375,2334066937,22.85054467346923,
618756612,618756615,100.82164982919303,Rua Floriano Peixoto
618756612,2232449094,99.91148446578626,Rua Campos Salles
618756615,1827531786,98.457519421919,Rua Rui Barbosa
618756615,618756616,101.7625584559996,Rua Floriano Peixoto
618756616,1827531802,98.66424312717137,Rua Floriano Peixoto
618756616,2413789370,69.25554555639546,Rua Bernardino de Campos
618756617,2191945337,15.270945407658232,Rua Floriano Peixoto
618756617,1827531800,101.27024789979978,Avenida Nove de Julho
618756661,1827531756,99.80492259263009,Rua Garibaldi
618756661,1827531774,102.05371739595266,Rua Campos Salles
618756740,1827531794,101.0155748419564,Rua Bernardino de Campos
618756740,1827531795,102.40043038802983,Rua 7 de Setembro
618756742,1827531775,102.08218636592599,Rua Rui Barbosa
618756742,618756740,100.6067972500852,Rua 7 de Setembro
618756957,1827560760,101.12684043092432,Rua João Penteado
618756957,1827560761,87.277733043447,Rua 7 de Setembro
618756961,6198718822,17.01904000222406,Rua 7 de Setembro
618756961,1827531793,103.62960060953002,Avenida Nove de Julho
618756966,2232449110,13.845989817151738,Avenida Nove de Julho
618756966,12021300527,76.059751580285,Avenida Independência
618757017,1827583432,89.27231841858853,Rua João Penteado
618757017,2191945338,98.69927243982112,Avenida Independência
618757277,4912509108,58.03957739447453,Avenida Quito Junqueira
618757277,1827908038,163.06558736530036,Avenida Saudade
618757279,2382901306,31.258905131177713,Avenida Quito Junqueira
618757279,1827943388,107.99827162771581,Avenida Quito Junqueira
618757280,2382901306,24.752136031901287,Rua Marginal a Avenida Cavalheiro Paschoal Innechi
618757280,618757279,35.119567010936144,Avenida Quito Junqueira
618757281,2940874402,9.68309574764096,Rua Marginal a Avenida Cavalheiro Paschoal Innechi
618757294,2283452323,17.43196977078421,Avenida Meira Júnior
618757294,2283452324,23.8689375242395,Rua Carlos Augusto Brazão
618757304,2337107901,131.74502071446523,Avenida Meira Júnior
618757304,2337107729,509.5422457917288,Avenida Meira Júnior
618757355,1827922075,106.27480497979107,Rua Anita Garibaldi
618757355,1680866357,67.79400625663108,Avenida Saudade
618757621,1684017428,74.04986345920312,Avenida Marechal Costa e Silva
618758727,1824746624,147.1729787787333,Rua Alagoas
618758727,8921116429,117.628554388125,Avenida Fábio Barreto
618758765,618758727,172.31766627885588,Avenida Fábio Barreto
618758765,1823389587,77.42752341049474,Praça Amin Antônio Calil
618758833,1824746518,177.24662215255339,Praça Amin Antônio Calil
618758861,2319132066,58.845220176376124,
618758861,2327802239,157.5184847198421,Avenida Marechal Costa e Silva
618758867,8940495514,102.78236463177365,Avenida Marechal Costa e Silva
618759373,1824746739,106.441315944423,Avenida Jerônimo Gonçalves
618759373,1827531463,28.197223046923014,Rua General Osório
618759376,1824746645,104.4429592824342,Rua Castro Alves
618759376,1824746681,102.0595683839567,Rua Martinico Prado
618759447,1824934472,259.15739765667547,Avenida Jerônimo Gonçalves
618759447,1823389738,30.19137303869492,Alameda Botafogo
618759451,618759454,28.833863472019964,
618759451,1827531644,116.2400369651677,Avenida Jerônimo Gonçalves
618759454,1827531605,105.11595898570752,Rua José Bonifácio
618759454,1827531650,91.07805917196198,Rua Campos Sales
618760260,1824720054,23.502059557105444,Avenida Rio Pardo
618760260,1126517570,165.68136608339987,Avenida Rio Pardo
618760260,1126517583,76.03337525128364,Avenida Francisco Massaro
618760270,1126517563,70.98527666707902,Rua Professora Antonieta Oliveira de Almeida
618760270,2390247019,141.2821693952964,Avenida Rio Pardo
618760270,1126517570,159.32237183391237,Avenida Rio Pardo
618760277,618760287,68.56056696217053,Rua Professora Emília de Oliveira Hailer
618760277,2390247068,55.96782740327643,Rua Professora Emília de Oliveira Hailer
618760277,1126517590,73.65983572978156,Rua Professora Antonieta Oliveira de Almeida
618760287,618760292,128.3812060783943,Rua Altacir Ferreira
618760287,1126517574,81.07336922536763,Rua Altacir Ferreira
618760287,618760277,68.56056696217053,Rua Professora Emília de Oliveira Hailer
618760292,1126517590,164.21699429192057,Rua Waldocir Ferreira
618760292,1126517550,150.88613926801173,Rua Altacir Ferreira
618760292,618760287,128.3812060783943,Rua Altacir Ferreira
618760292,618760310,91.18719467373805,Rua Mário Amaral Muniz
618760292,1126517561,74.28195510395352,Rua Mário Amaral Muniz
618760310,3051044644,23.65641919503584,Rua Mário Amaral Muniz
618760310,2390247040,235.8450713038098,Avenida Governador Lucas Nogueira Garcez
618760310,618760292,91.18719467373805,Rua Mário Amaral Muniz
618760332,2390247064,35.43889699542004,
618760332,2390247071,69.06167345006742,Rua Professor Hélio Lourenço
618760347,2390247110,11.263521729696922,
618760354,9028520029,252.51067276570464,Rua Professor Hélio Lourenço
618760354,2390247117,23.643864831080307,
618760370,1667242045,37.268294236834684,
618760375,1667242070,77.92098566608269,
618760580,618760581,15.519537724264314,Avenida Senador Teotônio Vilela
618760580,2191478054,195.33613433186304,Avenida Rene Oliva Strang
618760580,1667181747,378.168303232371,Avenida Senador Teotônio Vilela
618760581,618760580,15.519537724264314,Avenida Senador Teotônio Vilela
618760581,1828739603,37.88187108638775,Avenida Rene Oliva Strang
618760581,8301783991,62.58794829544006,Avenida Senador Teotônio Vilela
618760586,618760588,21.59601933663415,Avenida Rene Oliva Strang
618760588,618760594,55.95710985942522,Avenida Francisco Massaro
618760594,2390246978,17.99248819056154,
618760594,618760597,21.147538412468908,Avenida Francisco Massaro
618760597,618760958,49.28054606460221,Avenida Rio Pardo
618760597,618760260,63.10943026056165,Avenida Francisco Massaro
618760599,2390247041,117.21115119429606,Rua Amélia Calil Braguetto
618760599,618760603,28.7376537834294,Avenida Francisco Massaro
618760603,618760605,64.29151163979037,Avenida Francisco Massaro
618760605,618760928,33.55384984085425,Avenida Francisco Massaro
618760605,2390247041,27.007741279808336,Avenida Luigi Rosiello
618760611,2390247101,82.91712984763964,Avenida Luigi Rosiello
618760927,2390247049,100.02588127480222,Rua Amélia Calil Braguetto
618760927,618760928,28.8428253343508,Avenida Luigi Rosiello
618760928,618760938,75.68228734951025,Avenida Francisco Massaro
618760938,2390247042,26.63723863422506,Avenida Francisco Massaro
618760938,618760943,19.88869654931066,Avenida Francisco Massaro
618760943,2390247018,98.56295042386189,Avenida Francisco Massaro
618760958,1667176380,50.48702039163082,Avenida Rio Pardo
618760958,2390246954,51.83810677199396,Avenida Francisco Massaro
618760969,1667176368,73.08924572961389,Avenida Rene Oliva Strang
618760969,618760586,16.512814349664623,
618761136,1667074288,51.936314901497724,Rua Tenente Catão Roxo
618761136,2449829145,97.36451263680841,Avenida Luigi Rosiello
618761143,2390247106,88.90257754337202,Avenida Luigi Rosiello
618761265,3840762429,41.09010872522626,Rua Tenente Catão Roxo
618761265,618761266,24.413400832988568,
618761266,2390247112,12.641564415501344,
618761751,618761753,99.82340261424405,Rua Roque Nacarato
618761751,618762080,101.76346832359978,Rua Tenente Catão Roxo
618761753,1666712788,102.04549977087532,Rua Marquês da Cruz
618761753,1824746656,102.0395801621215,Rua Roque Nacarato
618761766,2449829145,12.637865429968496,Avenida Luigi Rosiello
618761766,1667169958,108.24243913411956,Avenida Luigi Rosiello
618761926,618761751,101.81494696338463,Rua Roque Nacarato
618761926,1666712793,100.97415947233705,Rua Capitão Pereira Lago
618762067,1666710734,99.53854942020877,Rua Visconde Taunay
618762067,618761926,101.71070798411048,Rua Capitão Pereira Lago
618762080,618762067,103.42436974381933,Rua Visconde Taunay
618762080,1824746758,101.28184697108982,Rua Tenente Catão Roxo
618762124,618762080,98.66292759682715,Rua Visconde Taunay
618762124,618761753,101.11210155227862,Rua Marquês da Cruz
618762596,1824746811,17.29556351680843,Rua Marquês da Cruz
618762596,1823389683,150.00080616336362,Avenida do Café
618762599,1666712791,100.01606277378862,Rua Albert Einstein
618762599,1666710086,17.470240296513996,Rua Visconde Taunay
618762601,1672010011,168.50538198315445,Avenida do Café
618763082,2390246935,91.27371734129949,Avenida Senador Teotônio Vilela
618763082,1828739112,125.47666405524586,Rua Maria Tereza Braga Carri
618763082,1824719907,52.07813032930681,Avenida Senador Teotônio Vilela
618763082,1824719911,160.55016360629023,Rua Maria Tereza Braga Carri
618763685,1824719921,221.54820153436776,Avenida Dom Pedro I
618764359,618764773,48.709082597323146,Avenida Luiz Galvão Cézar
618764359,1828738446,52.466453510223076,Avenida Alceu Paiva Arantes
618764376,1828738433,76.40755771296352,Rua Genoveva Onofre Barban
618764376,3005871917,85.32616649306807,
618764390,618764394,41.38891625068226,Rua Maria Tereza Braga Carri
618764390,1667233156,58.81393978518747,
618764394,1828738562,32.143644669013476,Rua Paschoal Mele
618764394,1667233044,48.09144712231768,Rua Maria Tereza Braga Carri
618764765,618764359,33.797547914195576,Avenida Luiz Galvão Cézar
618764773,618764775,11.630763375471632,Avenida Luiz Galvão Cézar
618764775,2421403115,73.91200231100109,Avenida Luiz Galvão Cézar
618764775,618765093,59.11609055791808,Avenida Luiz Galvão Cézar
618765084,618764765,68.61351824273147,Avenida Luiz Galvão Cézar
618765084,1828602188,979.446185285477,Avenida Luiz Galvão Cézar
618765085,1828602414,25.440359833552563,Rua Guido Zanello
618765085,618765084,15.994982153619308,Avenida Luiz Galvão Cézar
618765091,8298834080,30.898796264416802,Rua Elpídio Faria
618765091,1828602427,32.9188172575713,Avenida Luiz Galvão Cézar
618765093,618765091,30.1140814727682,Avenida Luiz Galvão Cézar
618765098,1828602443,52.04424142052931,Avenida Luiz Galvão Cézar
618765098,2421403124,24.36948698390171,Rua José Valente Sobrinho
618766324,618766330,252.45266229649863,
618766324,3295125312,30.054230716418445,
618766330,2007058154,44.50874483944418,
618766330,618766324,252.45266229649863,
618766339,618766341,88.5543980967638,
618766339,2000693076,193.56816021192503,
618766341,618766345,425.24754844821786,
618766341,3323087201,120.28766687830324,
618766345,618766350,146.20999373862062,
618766350,597730499,118.82705657745542,Avenida Maurílio Biagi
618766597,6083454184,203.13769080363898,
618766597,1890944209,171.4970237341636,Trevo Waldo Adalberto da Silveira
618766923,4541194267,135.2779570060819,Avenida Presidente Kennedy
618766926,3802645233,73.81353575468931,Avenida Presidente Kennedy
618766926,9022487333,292.1725481041808,Rua Arthur Dos Santos
618766929,2189279118,178.14458215862314,Avenida Presidente Kennedy
618766955,2007087469,50.18372221090645,Praça Eloi Chaves
618766968,2873313871,161.4584555578329,
618766968,2956284892,224.4619380456261,Avenida Presidente Castelo Branco
618767053,1827743576,75.5408645173645,Avenida Presidente Kennedy
618767053,11925926427,130.71100060046393,
618767136,1827763513,53.711658699032625,Praça Eloi Chaves
618767142,1827763577,57.499468865956075,Avenida Presidente Kennedy
618767142,618766955,34.48130455965614,Praça Eloi Chaves
618767435,1827817285,79.16544442940496,Praça Sir Winston Churchill
618767440,2795272428,177.96396497403757,Avenida José Gomes da Silva
618767440,1827817300,28.058692075071264,Praça Sir Winston Churchill
618767445,1827817331,165.41649988095324,Praça Sir Winston Churchill
618767449,1827817365,173.87426272087518,Avenida Presidente Kennedy
618767449,618767445,25.55365337903732,Praça Sir Winston Churchill
1126517550,618760292,150.88613926801173,Rua Altacir Ferreira
1126517550,1126517561,129.1204935250417,Rua Hermenegildo Dandrea
1126517550,2390247032,95.04453740586949,Rua Hermenegildo Dandrea
1126517554,1126517585,73.19384264117667,Rua Marlene Lúcia Cantarelli Pereira Lima
1126517554,2390247050,87.44032778737304,Rua Doutor Amadeu Mendes
1126517554,2390247010,99.83662074272279,Rua Doutor Amadeu Mendes
1126517555,2390247068,74.63448998484131,Rua Olívia Rodini Luis
1126517555,1126517569,61.01947415807899,Rua Olívia Rodini Luis
1126517555,1126517573,73.39009077490431,Rua Elias Craim
1126517561,1126517563,150.56993436376334,Rua Hermenegildo Dandrea
1126517561,1126517550,129.1204935250417,Rua Hermenegildo Dandrea
1126517561,2390247019,68.74438867290333,Rua Mário Amaral Muniz
1126517561,618760292,74.2819551039535,Rua Mário Amaral Muniz
1126517563,1126517590,73.09014098035294,Rua Professora Antonieta Oliveira de Almeida
1126517563,618760270,70.98527666707902,Rua Professora Antonieta Oliveira de Almeida
1126517563,1126517561,150.56993436376334,Rua Hermenegildo Dandrea
1126517563,1126517591,169.4820865544135,Rua Hermenegildo Dandrea
1126517565,1126517585,80.99732400506922,Rua Olívia Rodini Luis
1126517565,1126517583,77.89825181700252,Rua Hermenegildo Dandrea
1126517565,1126517591,131.14653382591354,Rua Hermenegildo Dandrea
1126517569,1126517555,61.01947415807899,Rua Olívia Rodini Luis
1126517569,1126517592,25.396985732992725,Rua Olívia Rodini Luis
1126517569,1126517590,162.1259146218359,Rua Waldocir Ferreira
1126517570,1126517591,73.19374245622424,Avenida Professora Nilce Martins de Oliveira
1126517570,618760270,159.32237183391237,Avenida Rio Pardo
1126517570,618760260,165.68136608339987,Avenida Rio Pardo
1126517573,1126517555,73.39009077490431,Rua Elias Craim
1126517573,2390247082,131.56109500613383,Rua Doutor Amadeu Mendes
1126517573,2390247050,63.41667228244786,Rua Doutor Amadeu Mendes
1126517574,2390247068,82.97201864925715,Rua Olívia Rodini Luis
1126517574,618760287,81.07336922536763,Rua Altacir Ferreira
1126517574,1126524817,73.04361631763139,Rua Altacir Ferreira
1126517575,1126524817,94.9078638777378,Rua Doutor Amadeu Mendes
1126517575,618760310,270.7176310348249,Avenida Governador Lucas Nogueira Garcez
1126517578,2390247010,54.74567128782362,Rua Doutor Amadeu Mendes
1126517578,2390247002,11.288454953480306,Avenida Francisco Massaro
1126517581,3687392413,21.40375270742962,
1126517581,2390247014,120.00952239773403,Avenida Governador Lucas Nogueira Garcez
1126517581,2390247032,104.07216493717037,Rua Hermenegildo Dandrea
1126517583,1126517565,77.89825181700252,Rua Hermenegildo Dandrea
1126517583,1126517578,48.12776074768441,Avenida Francisco Massaro
1126517585,1126517554,73.19384264117667,Rua Marlene Lúcia Cantarelli Pereira Lima
1126517585,1126517592,65.92957775346274,Rua Olívia Rodini Luis
1126517585,1126517565,80.99732400506922,Rua Olívia Rodini Luis
1126517590,1126517569,162.1259146218359,Rua Waldocir Ferreira
1126517590,618760292,164.21699429192057,Rua Waldocir Ferreira
1126517590,618760277,73.65983572978156,Rua Professora Antonieta Oliveira de Almeida
1126517590,1126517563,73.09014098035294,Rua Professora Antonieta Oliveira de Almeida
1126517591,1126517592,64.35181378642287,Avenida Professora Nilce Martins de Oliveira
1126517591,1126517570,73.19374245622424,Avenida Professora Nilce Martins de Oliveira
1126517591,1126517565,131.14653382591354,Rua Hermenegildo Dandrea
1126517591,1126517563,169.4820865544135,Rua Hermenegildo Dandrea
1126517592,1126517569,25.396985732992725,Rua Olívia Rodini Luis
1126517592,1126517585,65.92957775346274,Rua Olívia Rodini Luis
1126517592,1126517591,64.35181378642287,Avenida Professora Nilce Martins de Oliveira
1126524817,1126517575,94.9078638777378,Rua Doutor Amadeu Mendes
1126524817,2390247082,14.329897756153194,Rua Doutor Amadeu Mendes
1126524817,1126517574,73.04361631763139,Rua Altacir Ferreira
1129994905,1129995080,79.31947161684971,Rodovia Prefeito Antônio Duarte Nogueira
1129994915,1129995010,62.10736609224443,Rodovia Atilio Balbo
1129994982,12925927750,291.82312016175564,
1129994982,1130011355,379.17493595883786,Rodovia Prefeito Antônio Duarte Nogueira
1129995010,1130015924,295.42848112659976,
1129995080,1129994915,289.44205920427567,
1129995080,1130011512,368.5695785651756,Rodovia Alexandre Balbo
1129995227,1130011347,479.2562841837781,
1129995227,1129994905,268.83293691538796,
1130011347,1998293933,1423.7302378692755,
1130011355,1131225857,3444.9246772544802,Rodovia Prefeito Antônio Duarte Nogueira
1130011423,1130015924,324.61622254998815,Rodovia Alexandre Balbo
1130011488,1129994905,376.3878111573834,Rodovia Prefeito Antônio Duarte Nogueira
1130011488,1130011347,739.5144336880666,
1130011504,1130011512,708.0284533140618,
1130011504,1129994915,482.5325678653038,
1130011512,1855617236,2019.8180526242325,Rodovia Alexandre Balbo
1130015924,1129994982,46.96922007865106,Rodovia Prefeito Antônio Duarte Nogueira
1130031646,2144472919,1922.3618025795488,
1130031646,4000016982,115.0152480163301,
1130031654,1131238615,606.201781772322,Avenida Bandeirantes
1130031654,1666710179,449.5330199896621,Rua Lucien Lison
1130031654,8310170785,316.60661627637523,Avenida Bandeirantes
1131225810,1131225924,15.70849368966769,
1131225836,3790431479,5.612888783014091,
1131225857,1131225836,442.6093351399061,
1131225857,1131225918,782.6680219801628,Rodovia Prefeito Antônio Duarte Nogueira
1131225868,1131225836,23.065798988201422,
1131225871,1131225887,60.159885802491615,
1131225871,1131225941,29.52858252349006,
1131225872,1131225909,9.75883276617518,
1131225887,1131225868,44.84786147006926,
1131225887,1131225871,60.159885802491615,
1131225892,1131225871,32.72466713470978,
1131225892,1131225941,29.200672188919665,
1131225909,1131225968,346.96971834773564,
1131225909,1131225892,17.961461463467955,
1131225918,2012956545,121.77993145900541,Rodovia Prefeito Antônio Duarte Nogueira
1131225924,1131225918,327.01390114829996,
1131225924,1131225943,15.775464513050753,
1131225938,3790431500,322.7716495954474,
1131225938,1131225968,672.8516379353562,Rodovia Prefeito Antônio Duarte Nogueira
1131225939,1825558977,177.7002399003577,Rodovia Geovana Aparecida Deliberto
1131225939,1131225872,30.880196379964133,
1131225941,3790431500,26.712884761845643,
1131225943,1131225887,41.66857715551586,
1131225943,1131225868,29.938039726809315,
1131225968,1130011488,3585.269328485262,Rodovia Prefeito Antônio Duarte Nogueira
1131238614,1131238659,102.18151362957823,Avenida Seringueiras
1131238614,5155408574,32.299110379219506,Avenida Seringueiras
1131238615,1130031654,606.201781772322,Avenida Bandeirantes
1131238615,8999131509,172.6901720436729,Avenida Bandeirantes
1131238616,4755309673,114.42166779654004,Rodovia Geovana Aparecida Deliberto
1131238616,3051044676,735.9448551238019,Rodovia Geovana Aparecida Deliberto
1131238635,1131238615,167.2416236404231,
1131238635,1130031646,1518.2119835983833,Rodovia Atílio Balbo
1131238637,8999131513,16.072891013585078,
1131238637,8999131509,6.518315181617747,Avenida Bandeirantes
1131238637,2421413242,570.0515967769188,Avenida Bandeirantes
1131238659,8999131507,18.71798965922623,
1131238659,8999131502,8.612072346622925,Avenida Seringueiras
1131238659,1131238614,102.18151362957823,Avenida Seringueiras
1131238673,1131238681,158.92562562745738,
1131238673,3388207006,990.3006820534033,Avenida Seringueiras
1131238673,5155408571,72.16154577858046,Avenida Seringueiras
1131238677,1131238614,75.495841770666,Avenida Seringueiras
1131238677,5155408568,22.92155230998891,Rodovia Geovana Aparecida Deliberto
1131238681,3388207004,732.4265557120551,Rodovia Atílio Balbo
1131239808,2012969581,957.960507503917,Rodovia Mário Donega
1131239808,2012969591,308.480591630792,
1152664158,2003808612,285.2746793839307,Rodovia Anhanguera
1152664158,2003808563,310.47319053859195,
1317234764,2003677717,762.6275529430246,
1317234764,1317234930,2071.776971573198,
1317234764,3815433009,573.2018239856643,
1317234930,1317234764,2071.7769715731984,
1317234930,3809963819,2455.985223255056,
1666710034,1666710232,204.15032512487568,Rua Afonso Guimarães
1666710034,1666710263,75.95029726752887,Rua Rangel Pestana
1666710034,1666710552,75.13514406687071,Rua Rangel Pestana
1666710034,1666710460,217.47755426645787,Rua Afonso Guimarães
1666710037,1666710664,73.21385730983205,Avenida Pio XII
1666710037,1666710038,14.738325789514688,Avenida Monteiro Lobato
1666710038,1666710861,35.20146701051137,Avenida Pio XII
1666710038,1667205944,201.96300573491112,Avenida Monteiro Lobato
1666710046,1666710709,76.28342654767384,Rua Rangel Pestana
1666710046,1666710683,48.647711152373546,Avenida Patriarca
1666710054,1666710217,207.97318721284833,Rua Afonso Arinos
1666710054,1666710757,215.06681971963297,Rua Afonso Arinos
1666710054,1666710837,76.61057010786601,Rua Rangel Pestana
1666710058,1666710726,293.12796183683605,Rua Professor Zeferino Vaz
1666710058,1666710253,39.47605663047433,Avenida do Café
1666710066,1666710226,105.8527673587484,Avenida Monteiro Lobato
1666710066,1666710333,56.37670361329563,Avenida Pio XII
1666710080,1672000820,22.467384099475016,Avenida Professor Zeferino Vaz
1666710080,1666710089,29.478861262819812,
1666710081,1666710154,33.20081705517642,Avenida Patriarca
1666710081,1671902115,122.8762898588648,Avenida Pio XII
1666710086,2422223690,138.68678443901536,Avenida do Café
1666710086,618762601,12.043432079639388,Rua Visconde Taunay
1666710089,1666710715,61.94076708687809,
1666710094,1666710875,104.54590948671216,Rua Cruz e Souza
1666710096,1666710263,216.17188465640245,Rua Júlio Ribeiro
1666710096,1666710243,215.9637272870785,Rua Júlio Ribeiro
1666710096,1666710895,76.11994145322494,Rua Graça Aranha
1666710103,1671667489,198.9010756579599,Rua Afonso Arinos
1666710103,1666710664,15.785065760025201,Rua Afonso Arinos
1666710103,1666710038,74.08393913601223,Avenida Pio XII
1666710106,1666710155,57.78541367176565,Avenida do Café
1666710106,1666710620,28.68085687512065,
1666710108,2449829153,68.52978403334838,Avenida Luigi Rosiello
1666710108,1666712790,90.42242810223381,Avenida Luigi Rosiello
1666710120,1666710184,83.26830252024277,Avenida Patriarca
1666710120,1666710156,94.50184088483002,Avenida Patriarca
1666710120,1666710232,51.96054873812668,Rua Afonso Guimarães
1666710121,1666710735,76.25857923155934,Rua Barão de Mauá
1666710121,1666710156,109.81503103199029,Rua Júlio Ribeiro
1666710121,1666710263,205.74095842683934,Rua Júlio Ribeiro
1666710148,1666710789,79.97295026811085,Rua Graça Aranha
1666710148,1666710412,143.73324755133115,Avenida Patriarca
1666710150,1666710867,76.67945774801316,Avenida Patriarca
1666710150,1666710428,19.148843299348364,
1666710150,1824934504,263.33389436307596,Avenida Patriarca
1666710154,1671916176,85.4388557947567,Avenida Patriarca
1666710155,12728523750,16.339060226795656,
1666710155,12706409047,59.5353347272453,Avenida do Café
1666710156,1666710121,109.81503103199029,Rua Júlio Ribeiro
1666710156,1666710120,94.50184088483002,Avenida Patriarca
1666710156,1666710867,91.6293731769281,Avenida Patriarca
1666710158,1666710313,17.431924310272354,Rua Gonçalves de Magalhães
1666710158,1666710554,231.8478443730587,Avenida Pio XII
1666710158,1671686265,72.24592522235484,Rua Júlio Ribeiro
1666710161,8993541425,18.898749163617083,Rua Maracajú
1666710161,8993500835,14.37698560614349,Avenida do Café
1666710166,1666710081,59.674231419493445,Avenida Patriarca
1666710174,1666710913,207.51709495297226,Rua Medeiros de Albuquerque
1666710174,1666710273,76.54492223312477,Rua Barão de Mauá
1666710175,1666710830,8.864541120369427,Avenida do Café
1666710179,353471822,42.316473278997165,Rua Lucien Lison
1666710179,1130031654,449.5330199896621,Rua Lucien Lison
1666710184,1666710120,83.26830252024277,Avenida Patriarca
1666710184,1666710464,17.692230433271117,Avenida Patriarca
1666710184,1666710232,66.66922754649636,Rua Barão de Mauá
1666710191,1666710926,215.39137364622903,Rua Manoel de Macedo
1666710191,1666710833,216.7523553452951,Rua Manoel de Macedo
1666710191,1666710617,73.26268549786977,Rua Graça Aranha
1666710201,1666710273,99.55815569535066,Rua Lúcio de Mendonça
1666710203,1666710166,39.53663588138561,Avenida Patriarca
